,county,total_case_count,date
6561,San Benito,1305.0,9/23/2020
6562,San Benito,1308.0,9/24/2020
6563,San Benito,1318.0,9/25/2020
6564,San Benito,1325.0,9/26/2020
6565,San Benito,1331.0,9/27/2020
6566,Alameda,29.0,3/18/2020
6567,Alameda,36.0,3/19/2020
6568,Alameda,42.0,3/20/2020
6569,Alameda,62.0,3/21/2020
6570,Alameda,72.0,3/22/2020
6571,Alameda,88.0,3/23/2020
6572,Alameda,96.0,3/24/2020
6573,Alameda,134.0,3/25/2020
6574,Alameda,172.0,3/26/2020
6575,Alameda,185.0,3/27/2020
6576,Alameda,205.0,3/28/2020
6577,Alameda,207.0,3/29/2020
6578,Alameda,250.0,3/30/2020
6579,Alameda,269.0,3/31/2020
6580,Alameda,287.0,4/1/2020
6581,Alameda,345.0,4/2/2020
6582,Alameda,395.0,4/3/2020
6583,Alameda,468.0,4/4/2020
6584,Alameda,475.0,4/5/2020
6585,Alameda,527.0,4/6/2020
6586,Alameda,560.0,4/7/2020
6587,Alameda,594.0,4/8/2020
6588,Alameda,641.0,4/9/2020
6589,Alameda,706.0,4/10/2020
6590,Alameda,751.0,4/11/2020
6591,Alameda,774.0,4/12/2020
6592,Alameda,821.0,4/13/2020
6593,Alameda,843.0,4/14/2020
6594,Alameda,915.0,4/15/2020
6595,Alameda,981.0,4/16/2020
6596,Alameda,1043.0,4/17/2020
6597,Alameda,1085.0,4/18/2020
6598,Alameda,1134.0,4/19/2020
6599,Alameda,1181.0,4/20/2020
6600,Alameda,1234.0,4/21/2020
6601,Alameda,1275.0,4/22/2020
6602,Alameda,1336.0,4/23/2020
6603,Alameda,1385.0,4/24/2020
6604,Alameda,1396.0,4/25/2020
6605,Alameda,1449.0,4/26/2020
6606,Alameda,1494.0,4/27/2020
6607,Alameda,1525.0,4/28/2020
6608,Alameda,1564.0,4/29/2020
6609,Alameda,1599.0,4/30/2020
6610,Alameda,1630.0,5/1/2020
6611,Alameda,1678.0,5/2/2020
6612,Alameda,1731.0,5/3/2020
6613,Alameda,1762.0,5/4/2020
6614,Alameda,1819.0,5/5/2020
6615,Alameda,1864.0,5/6/2020
6616,Alameda,1914.0,5/7/2020
6617,Alameda,1955.0,5/8/2020
6618,Alameda,2011.0,5/9/2020
6619,Alameda,2047.0,5/10/2020
6620,Alameda,2103.0,5/11/2020
6621,Alameda,2146.0,5/12/2020
6622,Alameda,2181.0,5/13/2020
6623,Alameda,2255.0,5/14/2020
6624,Alameda,2289.0,5/15/2020
6625,Alameda,2327.0,5/16/2020
6626,Alameda,2389.0,5/17/2020
6627,Alameda,2442.0,5/18/2020
6628,Alameda,2493.0,5/19/2020
6629,Alameda,2554.0,5/20/2020
6630,Alameda,2606.0,5/21/2020
6631,Alameda,2722.0,5/22/2020
6632,Alameda,2783.0,5/23/2020
6633,Alameda,2830.0,5/24/2020
6634,Alameda,2900.0,5/25/2020
6635,Alameda,2956.0,5/26/2020
6636,Alameda,3037.0,5/27/2020
6637,Alameda,3083.0,5/28/2020
6638,Alameda,3209.0,5/29/2020
6639,Alameda,3304.0,5/30/2020
6640,Alameda,3362.0,5/31/2020
6641,Alameda,3460.0,6/1/2020
6642,Alameda,3517.0,6/2/2020
6643,Alameda,3589.0,6/3/2020
6644,Alameda,3643.0,6/4/2020
6645,Alameda,3734.0,6/5/2020
6646,Alameda,3801.0,6/6/2020
6647,Alameda,3866.0,6/7/2020
6648,Alameda,3937.0,6/8/2020
6649,Alameda,3963.0,6/9/2020
6650,Alameda,4027.0,6/10/2020
6651,Alameda,4073.0,6/11/2020
6652,Alameda,4167.0,6/12/2020
6653,Alameda,4196.0,6/13/2020
6654,Alameda,4271.0,6/14/2020
6655,Alameda,4323.0,6/15/2020
6656,Alameda,4428.0,6/16/2020
6657,Alameda,4485.0,6/17/2020
6658,Alameda,4589.0,6/18/2020
6659,Alameda,4646.0,6/19/2020
6660,Alameda,4758.0,6/20/2020
6661,Alameda,4835.0,6/21/2020
6662,Alameda,4944.0,6/22/2020
6663,Alameda,5159.0,6/23/2020
6664,Alameda,5242.0,6/24/2020
6665,Alameda,5411.0,6/25/2020
6666,Alameda,5522.0,6/26/2020
6667,Alameda,5610.0,6/27/2020
6668,Alameda,5779.0,6/28/2020
6669,Alameda,5940.0,6/29/2020
6670,Alameda,6067.0,6/30/2020
6671,Alameda,6141.0,7/1/2020
6672,Alameda,6386.0,7/2/2020
6673,Alameda,6486.0,7/3/2020
6674,Alameda,6737.0,7/4/2020
6675,Alameda,6861.0,7/5/2020
6676,Alameda,6970.0,7/6/2020
6677,Alameda,7097.0,7/7/2020
6678,Alameda,7335.0,7/8/2020
6679,Alameda,7433.0,7/9/2020
6680,Alameda,7551.0,7/10/2020
6681,Alameda,7845.0,7/11/2020
6682,Alameda,8056.0,7/12/2020
6683,Alameda,8115.0,7/13/2020
6684,Alameda,8388.0,7/14/2020
6685,Alameda,8615.0,7/15/2020
6686,Alameda,8719.0,7/16/2020
6687,Alameda,8893.0,7/17/2020
6688,Alameda,9089.0,7/18/2020
6689,Alameda,9227.0,7/19/2020
6690,Alameda,9244.0,7/20/2020
6691,Alameda,9390.0,7/21/2020
6692,Alameda,9678.0,7/22/2020
6693,Alameda,9924.0,7/23/2020
6694,Alameda,10216.0,7/24/2020
6695,Alameda,10361.0,7/25/2020
6696,Alameda,10489.0,7/26/2020
6697,Alameda,10645.0,7/27/2020
6698,Alameda,10875.0,7/28/2020
6699,Alameda,11177.0,7/29/2020
6700,Alameda,11303.0,7/30/2020
6701,Alameda,11441.0,7/31/2020
6702,Alameda,11590.0,8/1/2020
6703,Alameda,11696.0,8/2/2020
6704,Alameda,11817.0,8/3/2020
6705,Alameda,11983.0,8/4/2020
6706,Alameda,12140.0,8/5/2020
6707,Alameda,12474.0,8/6/2020
6708,Alameda,12805.0,8/7/2020
6709,Alameda,13087.0,8/8/2020
6710,Alameda,13241.0,8/9/2020
6711,Alameda,13420.0,8/10/2020
6712,Alameda,13960.0,8/11/2020
6713,Alameda,14214.0,8/12/2020
6714,Alameda,14385.0,8/13/2020
6715,Alameda,14909.0,8/14/2020
6716,Alameda,15165.0,8/15/2020
6717,Alameda,15338.0,8/16/2020
6718,Alameda,15454.0,8/17/2020
6719,Alameda,15627.0,8/18/2020
6720,Alameda,15874.0,8/19/2020
6721,Alameda,16174.0,8/20/2020
6722,Alameda,16413.0,8/21/2020
6723,Alameda,16648.0,8/22/2020
6724,Alameda,16786.0,8/23/2020
6725,Alameda,16913.0,8/24/2020
6726,Alameda,17278.0,8/25/2020
6727,Alameda,17373.0,8/26/2020
6728,Alameda,17584.0,8/27/2020
6729,Alameda,17729.0,8/28/2020
6730,Alameda,17888.0,8/29/2020
6731,Alameda,18099.0,8/30/2020
6732,Alameda,18148.0,8/31/2020
6733,Alameda,18382.0,9/1/2020
6734,Alameda,18522.0,9/2/2020
6735,Alameda,18687.0,9/3/2020
6736,Alameda,18843.0,9/4/2020
6737,Alameda,18973.0,9/5/2020
6738,Alameda,19029.0,9/6/2020
6739,Alameda,19188.0,9/7/2020
6740,Alameda,19293.0,9/8/2020
6741,Alameda,19399.0,9/9/2020
6742,Alameda,19509.0,9/10/2020
6743,Alameda,19625.0,9/11/2020
6744,Alameda,19758.0,9/12/2020
6745,Alameda,19815.0,9/13/2020
6746,Alameda,19851.0,9/14/2020
6747,Alameda,19931.0,9/15/2020
6748,Alameda,20009.0,9/16/2020
6749,Alameda,20146.0,9/17/2020
6750,Alameda,20222.0,9/18/2020
6751,Alameda,20349.0,9/19/2020
6752,Alameda,20425.0,9/20/2020
6753,Alameda,20501.0,9/21/2020
6754,Alameda,20607.0,9/22/2020
6755,Alameda,20718.0,9/23/2020
6756,Alameda,20838.0,9/24/2020
6757,Alameda,20911.0,9/25/2020
6758,Alameda,21019.0,9/26/2020
6759,Alameda,21077.0,9/27/2020
6760,Marin,10.0,3/18/2020
6761,Marin,19.0,3/19/2020
6762,Marin,30.0,3/20/2020
6763,Marin,30.0,3/21/2020
6764,Marin,30.0,3/22/2020
6765,Marin,30.0,3/23/2020
6766,Marin,44.0,3/24/2020
6767,Marin,47.0,3/25/2020
6768,Marin,56.0,3/26/2020
6769,Marin,58.0,3/27/2020
6770,Marin,58.0,3/28/2020
6771,Marin,60.0,3/29/2020
6772,Marin,78.0,3/30/2020
6773,Marin,85.0,3/31/2020
6774,Marin,87.0,4/1/2020
6775,Marin,102.0,4/2/2020
6776,Marin,106.0,4/3/2020
6777,Marin,111.0,4/4/2020
6778,Marin,113.0,4/5/2020
6779,Marin,119.0,4/6/2020
6780,Marin,122.0,4/7/2020
6781,Marin,125.0,4/8/2020
6782,Marin,126.0,4/9/2020
6783,Marin,128.0,4/10/2020
6784,Marin,136.0,4/11/2020
6785,Marin,138.0,4/12/2020
6786,Marin,144.0,4/13/2020
6787,Marin,147.0,4/14/2020
6788,Marin,162.0,4/15/2020
6789,Marin,170.0,4/16/2020
6790,Marin,189.0,4/17/2020
6791,Marin,193.0,4/18/2020
6792,Marin,194.0,4/19/2020
6793,Marin,200.0,4/20/2020
6794,Marin,202.0,4/21/2020
6795,Marin,202.0,4/22/2020
6796,Marin,209.0,4/23/2020
6797,Marin,211.0,4/24/2020
6798,Marin,215.0,4/25/2020
6799,Marin,225.0,4/26/2020
6800,Marin,227.0,4/27/2020
6801,Marin,228.0,4/28/2020
6802,Marin,234.0,4/29/2020
6803,Marin,240.0,4/30/2020
6804,Marin,242.0,5/1/2020
6805,Marin,243.0,5/2/2020
6806,Marin,243.0,5/3/2020
6807,Marin,244.0,5/4/2020
6808,Marin,244.0,5/5/2020
6809,Marin,244.0,5/6/2020
6810,Marin,252.0,5/7/2020
6811,Marin,257.0,5/8/2020
6812,Marin,261.0,5/9/2020
6813,Marin,267.0,5/10/2020
6814,Marin,271.0,5/11/2020
6815,Marin,274.0,5/12/2020
6816,Marin,278.0,5/13/2020
6817,Marin,283.0,5/14/2020
6818,Marin,295.0,5/15/2020
6819,Marin,297.0,5/16/2020
6820,Marin,315.0,5/17/2020
6821,Marin,329.0,5/18/2020
6822,Marin,340.0,5/19/2020
6823,Marin,348.0,5/20/2020
6824,Marin,359.0,5/21/2020
6825,Marin,372.0,5/22/2020
6826,Marin,393.0,5/23/2020
6827,Marin,401.0,5/24/2020
6828,Marin,415.0,5/25/2020
6829,Marin,424.0,5/26/2020
6830,Marin,439.0,5/27/2020
6831,Marin,443.0,5/28/2020
6832,Marin,448.0,5/29/2020
6833,Marin,462.0,5/30/2020
6834,Marin,486.0,5/31/2020
6835,Marin,495.0,6/1/2020
6836,Marin,509.0,6/2/2020
6837,Marin,527.0,6/3/2020
6838,Marin,533.0,6/4/2020
6839,Marin,546.0,6/5/2020
6840,Marin,556.0,6/6/2020
6841,Marin,584.0,6/7/2020
6842,Marin,596.0,6/8/2020
6843,Marin,616.0,6/9/2020
6844,Marin,633.0,6/10/2020
6845,Marin,637.0,6/11/2020
6846,Marin,649.0,6/12/2020
6847,Marin,677.0,6/13/2020
6848,Marin,689.0,6/14/2020
6849,Marin,708.0,6/15/2020
6850,Marin,725.0,6/16/2020
6851,Marin,771.0,6/17/2020
6852,Marin,819.0,6/18/2020
6853,Marin,829.0,6/19/2020
6854,Marin,879.0,6/20/2020
6855,Marin,907.0,6/21/2020
6856,Marin,1029.0,6/22/2020
6857,Marin,1139.0,6/23/2020
6858,Marin,1261.0,6/24/2020
6859,Marin,1323.0,6/25/2020
6860,Marin,1411.0,6/26/2020
6861,Marin,1498.0,6/27/2020
6862,Marin,1505.0,6/28/2020
6863,Marin,1581.0,6/29/2020
6864,Marin,1628.0,6/30/2020
6865,Marin,1639.0,7/1/2020
6866,Marin,1706.0,7/2/2020
6867,Marin,1776.0,7/3/2020
6868,Marin,1962.0,7/4/2020
6869,Marin,2080.0,7/5/2020
6870,Marin,2136.0,7/6/2020
6871,Marin,2627.0,7/7/2020
6872,Marin,2756.0,7/8/2020
6873,Marin,2975.0,7/9/2020
6874,Marin,3101.0,7/10/2020
6875,Marin,3191.0,7/11/2020
6876,Marin,3358.0,7/12/2020
6877,Marin,3402.0,7/13/2020
6878,Marin,3451.0,7/14/2020
6879,Marin,3458.0,7/15/2020
6880,Marin,3546.0,7/16/2020
6881,Marin,3839.0,7/17/2020
6882,Marin,4089.0,7/18/2020
6883,Marin,4172.0,7/19/2020
6884,Marin,4255.0,7/20/2020
6885,Marin,4318.0,7/21/2020
6886,Marin,4373.0,7/22/2020
6887,Marin,4423.0,7/23/2020
6888,Marin,4517.0,7/24/2020
6889,Marin,4562.0,7/25/2020
6890,Marin,4595.0,7/26/2020
6891,Marin,4669.0,7/27/2020
6892,Marin,4698.0,7/28/2020
6893,Marin,4747.0,7/29/2020
6894,Marin,4835.0,7/30/2020
6895,Marin,4885.0,7/31/2020
6896,Marin,4945.0,8/1/2020
6897,Marin,4985.0,8/2/2020
6898,Marin,5001.0,8/3/2020
6899,Marin,5020.0,8/4/2020
6900,Marin,5036.0,8/5/2020
6901,Marin,5058.0,8/6/2020
6902,Marin,5094.0,8/7/2020
6903,Marin,5118.0,8/8/2020
6904,Marin,5204.0,8/9/2020
6905,Marin,5242.0,8/10/2020
6906,Marin,5287.0,8/11/2020
6907,Marin,5423.0,8/12/2020
6908,Marin,5503.0,8/13/2020
6909,Marin,5601.0,8/14/2020
6910,Marin,5628.0,8/15/2020
6911,Marin,5664.0,8/16/2020
6912,Marin,5683.0,8/17/2020
6913,Marin,5708.0,8/18/2020
6914,Marin,5723.0,8/19/2020
6915,Marin,5745.0,8/20/2020
6916,Marin,5762.0,8/21/2020
6917,Marin,5789.0,8/22/2020
6918,Marin,5807.0,8/23/2020
6919,Marin,5834.0,8/24/2020
6920,Marin,5860.0,8/25/2020
6921,Marin,5887.0,8/26/2020
6922,Marin,5929.0,8/27/2020
6923,Marin,5991.0,8/28/2020
6924,Marin,6007.0,8/29/2020
6925,Marin,6060.0,8/30/2020
6926,Marin,6074.0,8/31/2020
6927,Marin,6102.0,9/1/2020
6928,Marin,6131.0,9/2/2020
6929,Marin,6175.0,9/3/2020
6930,Marin,6251.0,9/4/2020
6931,Marin,6259.0,9/5/2020
6932,Marin,6276.0,9/6/2020
6933,Marin,6296.0,9/7/2020
6934,Marin,6313.0,9/8/2020
6935,Marin,6321.0,9/9/2020
6936,Marin,6344.0,9/10/2020
6937,Marin,6364.0,9/11/2020
6938,Marin,6393.0,9/12/2020
6939,Marin,6395.0,9/13/2020
6940,Marin,6409.0,9/14/2020
6941,Marin,6423.0,9/15/2020
6942,Marin,6430.0,9/16/2020
6943,Marin,6457.0,9/17/2020
6944,Marin,6475.0,9/18/2020
6945,Marin,6513.0,9/19/2020
6946,Marin,6533.0,9/20/2020
6947,Marin,6538.0,9/21/2020
6948,Marin,6561.0,9/22/2020
6949,Marin,6567.0,9/23/2020
6950,Marin,6588.0,9/24/2020
6951,Marin,6622.0,9/25/2020
6952,Marin,6641.0,9/26/2020
6953,Marin,6663.0,9/27/2020
6954,San Diego,40.0,3/18/2020
6955,San Diego,68.0,3/19/2020
6956,San Diego,98.0,3/20/2020
6957,San Diego,119.0,3/21/2020
6958,San Diego,159.0,3/22/2020
6959,San Diego,176.0,3/23/2020
6960,San Diego,229.0,3/24/2020
6961,San Diego,236.0,3/25/2020
6962,San Diego,297.0,3/26/2020
6963,San Diego,419.0,3/27/2020
6964,San Diego,490.0,3/28/2020
6965,San Diego,521.0,3/29/2020
6966,San Diego,605.0,3/30/2020
6967,San Diego,736.0,3/31/2020
6968,San Diego,851.0,4/1/2020
6969,San Diego,968.0,4/2/2020
6970,San Diego,1114.0,4/3/2020
6971,San Diego,1211.0,4/4/2020
6972,San Diego,1328.0,4/5/2020
6973,San Diego,1406.0,4/6/2020
6974,San Diego,1456.0,4/7/2020
6975,San Diego,1532.0,4/8/2020
6976,San Diego,1630.0,4/9/2020
6977,San Diego,1695.0,4/10/2020
6978,San Diego,1763.0,4/11/2020
6979,San Diego,1806.0,4/12/2020
6980,San Diego,1849.0,4/13/2020
6981,San Diego,1932.0,4/14/2020
6982,San Diego,2014.0,4/15/2020
6983,San Diego,2089.0,4/16/2020
6984,San Diego,2160.0,4/17/2020
6985,San Diego,2215.0,4/18/2020
6986,San Diego,2270.0,4/19/2020
6987,San Diego,2327.0,4/20/2020
6988,San Diego,2436.0,4/21/2020
6989,San Diego,2493.0,4/22/2020
6990,San Diego,2645.0,4/23/2020
6991,San Diego,2828.0,4/24/2020
6992,San Diego,2945.0,4/25/2020
6993,San Diego,3045.0,4/26/2020
6994,San Diego,3143.0,4/27/2020
6995,San Diego,3316.0,4/28/2020
6996,San Diego,3434.0,4/29/2020
6997,San Diego,3566.0,4/30/2020
6998,San Diego,3713.0,5/1/2020
6999,San Diego,3844.0,5/2/2020
7000,San Diego,3929.0,5/3/2020
7001,San Diego,4022.0,5/4/2020
7002,San Diego,4162.0,5/5/2020
7003,San Diego,4321.0,5/6/2020
7004,San Diego,4431.0,5/7/2020
7005,San Diego,4664.0,5/8/2020
7006,San Diego,4778.0,5/9/2020
7007,San Diego,4928.0,5/10/2020
7008,San Diego,5067.0,5/11/2020
7009,San Diego,5163.0,5/12/2020
7010,San Diego,5280.0,5/13/2020
7011,San Diego,5393.0,5/14/2020
7012,San Diego,5525.0,5/15/2020
7013,San Diego,5664.0,5/16/2020
7014,San Diego,5838.0,5/17/2020
7015,San Diego,5948.0,5/18/2020
7016,San Diego,6028.0,5/19/2020
7017,San Diego,6142.0,5/20/2020
7018,San Diego,6317.0,5/21/2020
7019,San Diego,6436.0,5/22/2020
7020,San Diego,6561.0,5/23/2020
7021,San Diego,6703.0,5/24/2020
7022,San Diego,6799.0,5/25/2020
7023,San Diego,6884.0,5/26/2020
7024,San Diego,6985.0,5/27/2020
7025,San Diego,7102.0,5/28/2020
7026,San Diego,7242.0,5/29/2020
7027,San Diego,7387.0,5/30/2020
7028,San Diego,7483.0,5/31/2020
7029,San Diego,7556.0,6/1/2020
7030,San Diego,7676.0,6/2/2020
7031,San Diego,7800.0,6/3/2020
7032,San Diego,7942.0,6/4/2020
7033,San Diego,8182.0,6/5/2020
7034,San Diego,8347.0,6/6/2020
7035,San Diego,8478.0,6/7/2020
7036,San Diego,8621.0,6/8/2020
7037,San Diego,8731.0,6/9/2020
7038,San Diego,8839.0,6/10/2020
7039,San Diego,9000.0,6/11/2020
7040,San Diego,9132.0,6/12/2020
7041,San Diego,9316.0,6/13/2020
7042,San Diego,9442.0,6/14/2020
7043,San Diego,9612.0,6/15/2020
7044,San Diego,9732.0,6/16/2020
7045,San Diego,9856.0,6/17/2020
7046,San Diego,10094.0,6/18/2020
7047,San Diego,10352.0,6/19/2020
7048,San Diego,10486.0,6/20/2020
7049,San Diego,10796.0,6/21/2020
7050,San Diego,11098.0,6/22/2020
7051,San Diego,11296.0,6/23/2020
7052,San Diego,11628.0,6/24/2020
7053,San Diego,11963.0,6/25/2020
7054,San Diego,12402.0,6/26/2020
7055,San Diego,12836.0,6/27/2020
7056,San Diego,13333.0,6/28/2020
7057,San Diego,13834.0,6/29/2020
7058,San Diego,14150.0,6/30/2020
7059,San Diego,14626.0,7/1/2020
7060,San Diego,15208.0,7/2/2020
7061,San Diego,15698.0,7/3/2020
7062,San Diego,16166.0,7/4/2020
7063,San Diego,16728.0,7/5/2020
7064,San Diego,17002.0,7/6/2020
7065,San Diego,17580.0,7/7/2020
7066,San Diego,17844.0,7/8/2020
7067,San Diego,18404.0,7/9/2020
7068,San Diego,18862.0,7/10/2020
7069,San Diego,19371.0,7/11/2020
7070,San Diego,19929.0,7/12/2020
7071,San Diego,20348.0,7/13/2020
7072,San Diego,20887.0,7/14/2020
7073,San Diego,21448.0,7/15/2020
7074,San Diego,21857.0,7/16/2020
7075,San Diego,22491.0,7/17/2020
7076,San Diego,23116.0,7/18/2020
7077,San Diego,23684.0,7/19/2020
7078,San Diego,24137.0,7/20/2020
7079,San Diego,24522.0,7/21/2020
7080,San Diego,25109.0,7/22/2020
7081,San Diego,25615.0,7/23/2020
7082,San Diego,26100.0,7/24/2020
7083,San Diego,26703.0,7/25/2020
7084,San Diego,26986.0,7/26/2020
7085,San Diego,27509.0,7/27/2020
7086,San Diego,28007.0,7/28/2020
7087,San Diego,28289.0,7/29/2020
7088,San Diego,28670.0,7/30/2020
7089,San Diego,29050.0,7/31/2020
7090,San Diego,29579.0,8/1/2020
7091,San Diego,29885.0,8/2/2020
7092,San Diego,30228.0,8/3/2020
7093,San Diego,30518.0,8/4/2020
7094,San Diego,30866.0,8/5/2020
7095,San Diego,31129.0,8/6/2020
7096,San Diego,31781.0,8/7/2020
7097,San Diego,32332.0,8/8/2020
7098,San Diego,32749.0,8/9/2020
7099,San Diego,32977.0,8/10/2020
7100,San Diego,33159.0,8/11/2020
7101,San Diego,33395.0,8/12/2020
7102,San Diego,33661.0,8/13/2020
7103,San Diego,34067.0,8/14/2020
7104,San Diego,34346.0,8/15/2020
7105,San Diego,34680.0,8/16/2020
7106,San Diego,34962.0,8/17/2020
7107,San Diego,35164.0,8/18/2020
7108,San Diego,35378.0,8/19/2020
7109,San Diego,35610.0,8/20/2020
7110,San Diego,35914.0,8/21/2020
7111,San Diego,36205.0,8/22/2020
7112,San Diego,36542.0,8/23/2020
7113,San Diego,36729.0,8/24/2020
7114,San Diego,36996.0,8/25/2020
7115,San Diego,37224.0,8/26/2020
7116,San Diego,37501.0,8/27/2020
7117,San Diego,37786.0,8/28/2020
7118,San Diego,38049.0,8/29/2020
7119,San Diego,38302.0,8/30/2020
7120,San Diego,38606.0,8/31/2020
7121,San Diego,38873.0,9/1/2020
7122,San Diego,39123.0,9/2/2020
7123,San Diego,39448.0,9/3/2020
7124,San Diego,39901.0,9/4/2020
7125,San Diego,40344.0,9/5/2020
7126,San Diego,40652.0,9/6/2020
7127,San Diego,40868.0,9/7/2020
7128,San Diego,41079.0,9/8/2020
7129,San Diego,41326.0,9/9/2020
7130,San Diego,41610.0,9/10/2020
7131,San Diego,41971.0,9/11/2020
7132,San Diego,42416.0,9/12/2020
7133,San Diego,42681.0,9/13/2020
7134,San Diego,42889.0,9/14/2020
7135,San Diego,43183.0,9/15/2020
7136,San Diego,43447.0,9/16/2020
7137,San Diego,43621.0,9/17/2020
7138,San Diego,44009.0,9/18/2020
7139,San Diego,44295.0,9/19/2020
7140,San Diego,44579.0,9/20/2020
7141,San Diego,44927.0,9/21/2020
7142,San Diego,45149.0,9/22/2020
7143,San Diego,45427.0,9/23/2020
7144,San Diego,45598.0,9/24/2020
7145,San Diego,46003.0,9/25/2020
7146,San Diego,46333.0,9/26/2020
7147,San Diego,46612.0,9/27/2020
7148,Out Of Country,0.0,3/30/2020
7149,Out Of Country,0.0,4/13/2020
7150,Out Of Country,0.0,4/14/2020
7151,Out Of Country,0.0,4/15/2020
7152,Out Of Country,0.0,4/16/2020
7153,Out Of Country,0.0,4/17/2020
7154,Out Of Country,0.0,4/18/2020
7155,Out Of Country,0.0,4/19/2020
7156,Out Of Country,0.0,4/20/2020
7157,Out Of Country,0.0,4/21/2020
7158,Out Of Country,0.0,4/22/2020
7159,Out Of Country,0.0,4/23/2020
7160,Out Of Country,0.0,4/24/2020
7161,Out Of Country,0.0,4/25/2020
7162,Out Of Country,0.0,4/26/2020
7163,Out Of Country,0.0,4/27/2020
7164,Out Of Country,0.0,4/28/2020
7165,Out Of Country,0.0,4/29/2020
7166,Out Of Country,0.0,4/30/2020
7167,Out Of Country,0.0,5/1/2020
7168,Out Of Country,0.0,5/2/2020
7169,Out Of Country,0.0,5/3/2020
7170,Out Of Country,0.0,5/4/2020
7171,Out Of Country,0.0,5/5/2020
7172,Out Of Country,0.0,5/6/2020
7173,Out Of Country,0.0,5/7/2020
7174,Out Of Country,0.0,5/8/2020
7175,Out Of Country,0.0,5/9/2020
7176,Out Of Country,0.0,5/10/2020
7177,Out Of Country,0.0,5/11/2020
7178,Out Of Country,0.0,5/12/2020
7179,Out Of Country,0.0,5/13/2020
7180,Out Of Country,0.0,5/14/2020
7181,Out Of Country,0.0,5/15/2020
7182,Out Of Country,0.0,5/16/2020
7183,Out Of Country,0.0,5/17/2020
7184,Out Of Country,0.0,5/18/2020
7185,Out Of Country,0.0,5/19/2020
7186,Out Of Country,0.0,5/20/2020
7187,Out Of Country,0.0,5/21/2020
7188,Out Of Country,0.0,5/22/2020
7189,Out Of Country,0.0,5/23/2020
7190,Out Of Country,0.0,5/24/2020
7191,Out Of Country,0.0,5/25/2020
7192,Out Of Country,0.0,5/26/2020
7193,Out Of Country,0.0,5/27/2020
7194,Out Of Country,0.0,5/28/2020
7195,Out Of Country,0.0,5/29/2020
7196,Out Of Country,0.0,5/30/2020
7197,Out Of Country,0.0,5/31/2020
7198,Out Of Country,0.0,6/1/2020
7199,Out Of Country,0.0,6/2/2020
7200,Out Of Country,0.0,6/3/2020
7201,Out Of Country,0.0,6/4/2020
7202,Out Of Country,0.0,6/5/2020
7203,Out Of Country,0.0,6/6/2020
7204,Out Of Country,0.0,6/7/2020
7205,Out Of Country,0.0,6/8/2020
7206,Out Of Country,0.0,6/9/2020
7207,Out Of Country,0.0,6/10/2020
7208,Out Of Country,0.0,6/11/2020
7209,Out Of Country,0.0,6/12/2020
7210,Out Of Country,0.0,6/13/2020
7211,Out Of Country,0.0,6/14/2020
7212,Out Of Country,0.0,6/15/2020
7213,Out Of Country,0.0,6/16/2020
7214,Out Of Country,0.0,6/17/2020
7215,Out Of Country,0.0,6/18/2020
7216,Out Of Country,0.0,6/19/2020
7217,Out Of Country,0.0,6/20/2020
7218,Out Of Country,0.0,6/21/2020
7219,Out Of Country,0.0,6/22/2020
7220,Out Of Country,0.0,6/23/2020
7221,Out Of Country,0.0,6/24/2020
7222,Out Of Country,0.0,6/25/2020
7223,Out Of Country,0.0,6/26/2020
7224,Out Of Country,0.0,6/27/2020
7225,Out Of Country,0.0,6/28/2020
7226,Out Of Country,0.0,6/29/2020
7227,Out Of Country,0.0,6/30/2020
7228,Out Of Country,,7/1/2020
7229,Out Of Country,0.0,7/2/2020
7230,Out Of Country,0.0,7/3/2020
7231,Out Of Country,0.0,7/4/2020
7232,Out Of Country,0.0,7/5/2020
7233,Out Of Country,0.0,7/6/2020
7234,Out Of Country,0.0,7/7/2020
7235,Out Of Country,0.0,7/8/2020
7236,Out Of Country,0.0,7/9/2020
7237,Out Of Country,0.0,7/10/2020
7238,Out Of Country,0.0,7/11/2020
7239,Out Of Country,0.0,7/12/2020
7240,Out Of Country,0.0,7/13/2020
7241,Out Of Country,0.0,7/14/2020
7242,Out Of Country,0.0,7/15/2020
7243,Out Of Country,0.0,7/16/2020
7244,Out Of Country,0.0,7/17/2020
7245,Out Of Country,0.0,7/18/2020
7246,Out Of Country,0.0,7/19/2020
7247,Out Of Country,0.0,7/20/2020
7248,Out Of Country,0.0,7/21/2020
7249,Out Of Country,0.0,7/22/2020
7250,Out Of Country,0.0,7/23/2020
7251,Out Of Country,0.0,7/24/2020
7252,Out Of Country,0.0,7/25/2020
7253,Out Of Country,0.0,7/26/2020
7254,Out Of Country,0.0,7/27/2020
7255,Out Of Country,0.0,7/28/2020
7256,Out Of Country,0.0,7/29/2020
7257,Out Of Country,0.0,7/30/2020
7258,Out Of Country,0.0,7/31/2020
7259,Out Of Country,0.0,8/1/2020
7260,Out Of Country,0.0,8/2/2020
7261,Out Of Country,0.0,8/3/2020
7262,Out Of Country,0.0,8/4/2020
7263,Out Of Country,0.0,8/5/2020
7264,Out Of Country,0.0,8/6/2020
7265,Out Of Country,0.0,8/7/2020
7266,Out Of Country,0.0,8/8/2020
7267,Out Of Country,0.0,8/9/2020
7268,Out Of Country,0.0,8/10/2020
7269,Out Of Country,0.0,8/11/2020
7270,Out Of Country,0.0,8/12/2020
