,county,total_case_count,date
0,Santa Clara,151.0,3/18/2020
1,Santa Clara,183.0,3/19/2020
2,Santa Clara,246.0,3/20/2020
3,Santa Clara,269.0,3/21/2020
4,Santa Clara,284.0,3/22/2020
5,Santa Clara,336.0,3/23/2020
6,Santa Clara,389.0,3/24/2020
7,Santa Clara,452.0,3/25/2020
8,Santa Clara,487.0,3/26/2020
9,Santa Clara,557.0,3/27/2020
10,Santa Clara,587.0,3/28/2020
11,Santa Clara,591.0,3/29/2020
12,Santa Clara,745.0,3/30/2020
13,Santa Clara,777.0,3/31/2020
14,Santa Clara,805.0,4/1/2020
15,Santa Clara,908.0,4/2/2020
16,Santa Clara,983.0,4/3/2020
17,Santa Clara,1045.0,4/4/2020
18,Santa Clara,1052.0,4/5/2020
19,Santa Clara,1128.0,4/6/2020
20,Santa Clara,1193.0,4/7/2020
21,Santa Clara,1257.0,4/8/2020
22,Santa Clara,1301.0,4/9/2020
23,Santa Clara,1351.0,4/10/2020
24,Santa Clara,1441.0,4/11/2020
25,Santa Clara,1461.0,4/12/2020
26,Santa Clara,1542.0,4/13/2020
27,Santa Clara,1561.0,4/14/2020
28,Santa Clara,1692.0,4/15/2020
29,Santa Clara,1789.0,4/16/2020
30,Santa Clara,1834.0,4/17/2020
31,Santa Clara,1862.0,4/18/2020
32,Santa Clara,1878.0,4/19/2020
33,Santa Clara,1920.0,4/20/2020
34,Santa Clara,1943.0,4/21/2020
35,Santa Clara,1969.0,4/22/2020
36,Santa Clara,1996.0,4/23/2020
37,Santa Clara,2026.0,4/24/2020
38,Santa Clara,2045.0,4/25/2020
39,Santa Clara,2097.0,4/26/2020
40,Santa Clara,2104.0,4/27/2020
41,Santa Clara,2130.0,4/28/2020
42,Santa Clara,2147.0,4/29/2020
43,Santa Clara,2172.0,4/30/2020
44,Santa Clara,2176.0,5/1/2020
45,Santa Clara,2203.0,5/2/2020
46,Santa Clara,2235.0,5/3/2020
47,Santa Clara,2238.0,5/4/2020
48,Santa Clara,2249.0,5/5/2020
49,Santa Clara,2270.0,5/6/2020
50,Santa Clara,2281.0,5/7/2020
51,Santa Clara,2285.0,5/8/2020
52,Santa Clara,2317.0,5/9/2020
53,Santa Clara,2331.0,5/10/2020
54,Santa Clara,2340.0,5/11/2020
55,Santa Clara,2362.0,5/12/2020
56,Santa Clara,2370.0,5/13/2020
57,Santa Clara,2380.0,5/14/2020
58,Santa Clara,2395.0,5/15/2020
59,Santa Clara,2420.0,5/16/2020
60,Santa Clara,2453.0,5/17/2020
61,Santa Clara,2468.0,5/18/2020
62,Santa Clara,2480.0,5/19/2020
63,Santa Clara,2508.0,5/20/2020
64,Santa Clara,2520.0,5/21/2020
65,Santa Clara,2537.0,5/22/2020
66,Santa Clara,2593.0,5/23/2020
67,Santa Clara,2623.0,5/24/2020
68,Santa Clara,2647.0,5/25/2020
69,Santa Clara,2659.0,5/26/2020
70,Santa Clara,2680.0,5/27/2020
71,Santa Clara,2698.0,5/28/2020
72,Santa Clara,2707.0,5/29/2020
73,Santa Clara,2741.0,5/30/2020
74,Santa Clara,2785.0,5/31/2020
75,Santa Clara,2797.0,6/1/2020
76,Santa Clara,2819.0,6/2/2020
77,Santa Clara,2836.0,6/3/2020
78,Santa Clara,2871.0,6/4/2020
79,Santa Clara,2902.0,6/5/2020
80,Santa Clara,2934.0,6/6/2020
81,Santa Clara,2947.0,6/7/2020
82,Santa Clara,2971.0,6/8/2020
83,Santa Clara,3006.0,6/9/2020
84,Santa Clara,3032.0,6/10/2020
85,Santa Clara,3049.0,6/11/2020
86,Santa Clara,3099.0,6/12/2020
87,Santa Clara,3141.0,6/13/2020
88,Santa Clara,3178.0,6/14/2020
89,Santa Clara,3204.0,6/15/2020
90,Santa Clara,3228.0,6/16/2020
91,Santa Clara,3264.0,6/17/2020
92,Santa Clara,3338.0,6/18/2020
93,Santa Clara,3376.0,6/19/2020
94,Santa Clara,3435.0,6/20/2020
95,Santa Clara,3514.0,6/21/2020
96,Santa Clara,3580.0,6/22/2020
97,Santa Clara,3700.0,6/23/2020
98,Santa Clara,3812.0,6/24/2020
99,Santa Clara,3883.0,6/25/2020
100,Santa Clara,3985.0,6/26/2020
101,Santa Clara,4043.0,6/27/2020
102,Santa Clara,4193.0,6/28/2020
103,Santa Clara,4372.0,6/29/2020
104,Santa Clara,4476.0,6/30/2020
105,Santa Clara,4545.0,7/1/2020
106,Santa Clara,4722.0,7/2/2020
107,Santa Clara,4820.0,7/3/2020
108,Santa Clara,5045.0,7/4/2020
109,Santa Clara,5237.0,7/5/2020
110,Santa Clara,5369.0,7/6/2020
111,Santa Clara,5438.0,7/7/2020
112,Santa Clara,5510.0,7/8/2020
113,Santa Clara,5638.0,7/9/2020
114,Santa Clara,5819.0,7/10/2020
115,Santa Clara,5959.0,7/11/2020
116,Santa Clara,6252.0,7/12/2020
117,Santa Clara,6488.0,7/13/2020
118,Santa Clara,6686.0,7/14/2020
119,Santa Clara,6900.0,7/15/2020
120,Santa Clara,6990.0,7/16/2020
121,Santa Clara,7080.0,7/17/2020
122,Santa Clara,7255.0,7/18/2020
123,Santa Clara,7403.0,7/19/2020
124,Santa Clara,7711.0,7/20/2020
125,Santa Clara,7989.0,7/21/2020
126,Santa Clara,8266.0,7/22/2020
127,Santa Clara,8458.0,7/23/2020
128,Santa Clara,8658.0,7/24/2020
129,Santa Clara,8767.0,7/25/2020
130,Santa Clara,8986.0,7/26/2020
131,Santa Clara,9157.0,7/27/2020
132,Santa Clara,9307.0,7/28/2020
133,Santa Clara,9567.0,7/29/2020
134,Santa Clara,9708.0,7/30/2020
135,Santa Clara,9863.0,7/31/2020
136,Santa Clara,10281.0,8/1/2020
137,Santa Clara,10577.0,8/2/2020
138,Santa Clara,10747.0,8/3/2020
139,Santa Clara,10986.0,8/4/2020
140,Santa Clara,11074.0,8/5/2020
141,Santa Clara,11280.0,8/6/2020
142,Santa Clara,11409.0,8/7/2020
143,Santa Clara,11615.0,8/8/2020
144,Santa Clara,11878.0,8/9/2020
145,Santa Clara,12615.0,8/10/2020
146,Santa Clara,12920.0,8/11/2020
147,Santa Clara,13002.0,8/12/2020
148,Santa Clara,13257.0,8/13/2020
149,Santa Clara,13785.0,8/14/2020
150,Santa Clara,14105.0,8/15/2020
151,Santa Clara,14329.0,8/16/2020
152,Santa Clara,14546.0,8/17/2020
153,Santa Clara,14786.0,8/18/2020
154,Santa Clara,14994.0,8/19/2020
155,Santa Clara,15162.0,8/20/2020
156,Santa Clara,15399.0,8/21/2020
157,Santa Clara,15590.0,8/22/2020
158,Santa Clara,15912.0,8/23/2020
159,Santa Clara,16049.0,8/24/2020
160,Santa Clara,16199.0,8/25/2020
161,Santa Clara,16283.0,8/26/2020
162,Santa Clara,16495.0,8/27/2020
163,Santa Clara,16696.0,8/28/2020
164,Santa Clara,16898.0,8/29/2020
165,Santa Clara,17045.0,8/30/2020
166,Santa Clara,17211.0,8/31/2020
167,Santa Clara,17319.0,9/1/2020
168,Santa Clara,17673.0,9/2/2020
169,Santa Clara,17879.0,9/3/2020
170,Santa Clara,18074.0,9/4/2020
171,Santa Clara,18311.0,9/5/2020
172,Santa Clara,18495.0,9/6/2020
173,Santa Clara,18596.0,9/7/2020
174,Santa Clara,18645.0,9/8/2020
175,Santa Clara,18759.0,9/9/2020
176,Santa Clara,18870.0,9/10/2020
177,Santa Clara,19065.0,9/11/2020
178,Santa Clara,19330.0,9/12/2020
179,Santa Clara,19456.0,9/13/2020
180,Santa Clara,19545.0,9/14/2020
181,Santa Clara,19610.0,9/15/2020
182,Santa Clara,19684.0,9/16/2020
183,Santa Clara,19825.0,9/17/2020
184,Santa Clara,20058.0,9/18/2020
185,Santa Clara,20170.0,9/19/2020
186,Santa Clara,20330.0,9/20/2020
187,Santa Clara,20432.0,9/21/2020
188,Santa Clara,20514.0,9/22/2020
189,Santa Clara,20575.0,9/23/2020
190,Santa Clara,20689.0,9/24/2020
191,Santa Clara,20812.0,9/25/2020
192,Santa Clara,20967.0,9/26/2020
193,Santa Clara,21091.0,9/27/2020
194,San Mateo,57.0,3/18/2020
195,San Mateo,58.0,3/19/2020
196,San Mateo,71.0,3/20/2020
197,San Mateo,78.0,3/21/2020
198,San Mateo,82.0,3/22/2020
199,San Mateo,88.0,3/23/2020
200,San Mateo,100.0,3/24/2020
201,San Mateo,111.0,3/25/2020
202,San Mateo,122.0,3/26/2020
203,San Mateo,213.0,3/27/2020
204,San Mateo,231.0,3/28/2020
205,San Mateo,234.0,3/29/2020
206,San Mateo,257.0,3/30/2020
207,San Mateo,297.0,3/31/2020
208,San Mateo,354.0,4/1/2020
209,San Mateo,423.0,4/2/2020
210,San Mateo,474.0,4/3/2020
211,San Mateo,520.0,4/4/2020
212,San Mateo,528.0,4/5/2020
213,San Mateo,569.0,4/6/2020
214,San Mateo,573.0,4/7/2020
215,San Mateo,608.0,4/8/2020
216,San Mateo,630.0,4/9/2020
217,San Mateo,642.0,4/10/2020
218,San Mateo,662.0,4/11/2020
219,San Mateo,664.0,4/12/2020
220,San Mateo,679.0,4/13/2020
221,San Mateo,681.0,4/14/2020
222,San Mateo,707.0,4/15/2020
223,San Mateo,745.0,4/16/2020
224,San Mateo,768.0,4/17/2020
225,San Mateo,821.0,4/18/2020
226,San Mateo,845.0,4/19/2020
227,San Mateo,890.0,4/20/2020
228,San Mateo,933.0,4/21/2020
229,San Mateo,945.0,4/22/2020
230,San Mateo,970.0,4/23/2020
231,San Mateo,1004.0,4/24/2020
232,San Mateo,1054.0,4/25/2020
233,San Mateo,1070.0,4/26/2020
234,San Mateo,1092.0,4/27/2020
235,San Mateo,1129.0,4/28/2020
236,San Mateo,1170.0,4/29/2020
237,San Mateo,1194.0,4/30/2020
238,San Mateo,1222.0,5/1/2020
239,San Mateo,1272.0,5/2/2020
240,San Mateo,1277.0,5/3/2020
241,San Mateo,1313.0,5/4/2020
242,San Mateo,1335.0,5/5/2020
243,San Mateo,1348.0,5/6/2020
244,San Mateo,1398.0,5/7/2020
245,San Mateo,1423.0,5/8/2020
246,San Mateo,1453.0,5/9/2020
247,San Mateo,1463.0,5/10/2020
248,San Mateo,1499.0,5/11/2020
249,San Mateo,1533.0,5/12/2020
250,San Mateo,1550.0,5/13/2020
251,San Mateo,1588.0,5/14/2020
252,San Mateo,1612.0,5/15/2020
253,San Mateo,1652.0,5/16/2020
254,San Mateo,1680.0,5/17/2020
255,San Mateo,1701.0,5/18/2020
256,San Mateo,1704.0,5/19/2020
257,San Mateo,1739.0,5/20/2020
258,San Mateo,1791.0,5/21/2020
259,San Mateo,1847.0,5/22/2020
260,San Mateo,1862.0,5/23/2020
261,San Mateo,1925.0,5/24/2020
262,San Mateo,1938.0,5/25/2020
263,San Mateo,1967.0,5/26/2020
264,San Mateo,2045.0,5/27/2020
265,San Mateo,2070.0,5/28/2020
266,San Mateo,2103.0,5/29/2020
267,San Mateo,2129.0,5/30/2020
268,San Mateo,2169.0,5/31/2020
269,San Mateo,2190.0,6/1/2020
270,San Mateo,2203.0,6/2/2020
271,San Mateo,2243.0,6/3/2020
272,San Mateo,2284.0,6/4/2020
273,San Mateo,2331.0,6/5/2020
274,San Mateo,2342.0,6/6/2020
275,San Mateo,2399.0,6/7/2020
276,San Mateo,2431.0,6/8/2020
277,San Mateo,2463.0,6/9/2020
278,San Mateo,2492.0,6/10/2020
279,San Mateo,2499.0,6/11/2020
280,San Mateo,2533.0,6/12/2020
281,San Mateo,2551.0,6/13/2020
282,San Mateo,2571.0,6/14/2020
283,San Mateo,2591.0,6/15/2020
284,San Mateo,2618.0,6/16/2020
285,San Mateo,2649.0,6/17/2020
286,San Mateo,2674.0,6/18/2020
287,San Mateo,2713.0,6/19/2020
288,San Mateo,2755.0,6/20/2020
289,San Mateo,2781.0,6/21/2020
290,San Mateo,2813.0,6/22/2020
291,San Mateo,2907.0,6/23/2020
292,San Mateo,2964.0,6/24/2020
293,San Mateo,3000.0,6/25/2020
294,San Mateo,3063.0,6/26/2020
295,San Mateo,3096.0,6/27/2020
296,San Mateo,3162.0,6/28/2020
297,San Mateo,3249.0,6/29/2020
298,San Mateo,3306.0,6/30/2020
299,San Mateo,3326.0,7/1/2020
300,San Mateo,3390.0,7/2/2020
301,San Mateo,3439.0,7/3/2020
302,San Mateo,3532.0,7/4/2020
303,San Mateo,3575.0,7/5/2020
304,San Mateo,3650.0,7/6/2020
305,San Mateo,3691.0,7/7/2020
306,San Mateo,3733.0,7/8/2020
307,San Mateo,3792.0,7/9/2020
308,San Mateo,3844.0,7/10/2020
309,San Mateo,3956.0,7/11/2020
310,San Mateo,3988.0,7/12/2020
311,San Mateo,4057.0,7/13/2020
312,San Mateo,4173.0,7/14/2020
313,San Mateo,4258.0,7/15/2020
314,San Mateo,4336.0,7/16/2020
315,San Mateo,4407.0,7/17/2020
316,San Mateo,4488.0,7/18/2020
317,San Mateo,4522.0,7/19/2020
318,San Mateo,4609.0,7/20/2020
319,San Mateo,4733.0,7/21/2020
320,San Mateo,4796.0,7/22/2020
321,San Mateo,4895.0,7/23/2020
322,San Mateo,4954.0,7/24/2020
323,San Mateo,5023.0,7/25/2020
324,San Mateo,5078.0,7/26/2020
325,San Mateo,5108.0,7/27/2020
326,San Mateo,5171.0,7/28/2020
327,San Mateo,5305.0,7/29/2020
328,San Mateo,5369.0,7/30/2020
329,San Mateo,5416.0,7/31/2020
330,San Mateo,5520.0,8/1/2020
331,San Mateo,5618.0,8/2/2020
332,San Mateo,5661.0,8/3/2020
333,San Mateo,5690.0,8/4/2020
334,San Mateo,5695.0,8/5/2020
335,San Mateo,5885.0,8/6/2020
336,San Mateo,5948.0,8/7/2020
337,San Mateo,6021.0,8/8/2020
338,San Mateo,6094.0,8/9/2020
339,San Mateo,6222.0,8/10/2020
340,San Mateo,6339.0,8/11/2020
341,San Mateo,6427.0,8/12/2020
342,San Mateo,6503.0,8/13/2020
343,San Mateo,6655.0,8/14/2020
344,San Mateo,6860.0,8/15/2020
345,San Mateo,6942.0,8/16/2020
346,San Mateo,6987.0,8/17/2020
347,San Mateo,7074.0,8/18/2020
348,San Mateo,7146.0,8/19/2020
349,San Mateo,7188.0,8/20/2020
350,San Mateo,7253.0,8/21/2020
351,San Mateo,7361.0,8/22/2020
352,San Mateo,7450.0,8/23/2020
353,San Mateo,7502.0,8/24/2020
354,San Mateo,7636.0,8/25/2020
355,San Mateo,7655.0,8/26/2020
356,San Mateo,7728.0,8/27/2020
357,San Mateo,7783.0,8/28/2020
358,San Mateo,7928.0,8/29/2020
359,San Mateo,8013.0,8/30/2020
360,San Mateo,8065.0,8/31/2020
361,San Mateo,8132.0,9/1/2020
362,San Mateo,8148.0,9/2/2020
363,San Mateo,8211.0,9/3/2020
364,San Mateo,8275.0,9/4/2020
365,San Mateo,8352.0,9/5/2020
366,San Mateo,8387.0,9/6/2020
367,San Mateo,8409.0,9/7/2020
368,San Mateo,8460.0,9/8/2020
369,San Mateo,8478.0,9/9/2020
370,San Mateo,8529.0,9/10/2020
371,San Mateo,8611.0,9/11/2020
372,San Mateo,8759.0,9/12/2020
373,San Mateo,8811.0,9/13/2020
374,San Mateo,8847.0,9/14/2020
375,San Mateo,8895.0,9/15/2020
376,San Mateo,8944.0,9/16/2020
377,San Mateo,8984.0,9/17/2020
378,San Mateo,9062.0,9/18/2020
379,San Mateo,9158.0,9/19/2020
380,San Mateo,9198.0,9/20/2020
381,San Mateo,9239.0,9/21/2020
382,San Mateo,9291.0,9/22/2020
383,San Mateo,9351.0,9/23/2020
384,San Mateo,9376.0,9/24/2020
385,San Mateo,9447.0,9/25/2020
386,San Mateo,9509.0,9/26/2020
387,San Mateo,9566.0,9/27/2020
388,Santa Barbara,2.0,3/18/2020
389,Santa Barbara,5.0,3/19/2020
390,Santa Barbara,7.0,3/20/2020
391,Santa Barbara,8.0,3/21/2020
392,Santa Barbara,16.0,3/22/2020
393,Santa Barbara,18.0,3/23/2020
394,Santa Barbara,20.0,3/24/2020
395,Santa Barbara,25.0,3/25/2020
396,Santa Barbara,33.0,3/26/2020
397,Santa Barbara,37.0,3/27/2020
398,Santa Barbara,49.0,3/28/2020
399,Santa Barbara,52.0,3/29/2020
400,Santa Barbara,79.0,3/30/2020
401,Santa Barbara,89.0,3/31/2020
402,Santa Barbara,103.0,4/1/2020
403,Santa Barbara,125.0,4/2/2020
404,Santa Barbara,154.0,4/3/2020
405,Santa Barbara,167.0,4/4/2020
406,Santa Barbara,171.0,4/5/2020
407,Santa Barbara,189.0,4/6/2020
408,Santa Barbara,209.0,4/7/2020
409,Santa Barbara,221.0,4/8/2020
410,Santa Barbara,232.0,4/9/2020
411,Santa Barbara,254.0,4/10/2020
412,Santa Barbara,258.0,4/11/2020
413,Santa Barbara,261.0,4/12/2020
414,Santa Barbara,271.0,4/13/2020
415,Santa Barbara,292.0,4/14/2020
416,Santa Barbara,317.0,4/15/2020
417,Santa Barbara,331.0,4/16/2020
418,Santa Barbara,349.0,4/17/2020
419,Santa Barbara,372.0,4/18/2020
420,Santa Barbara,377.0,4/19/2020
421,Santa Barbara,388.0,4/20/2020
422,Santa Barbara,414.0,4/21/2020
423,Santa Barbara,437.0,4/22/2020
424,Santa Barbara,445.0,4/23/2020
425,Santa Barbara,450.0,4/24/2020
426,Santa Barbara,457.0,4/25/2020
427,Santa Barbara,464.0,4/26/2020
428,Santa Barbara,466.0,4/27/2020
429,Santa Barbara,469.0,4/28/2020
430,Santa Barbara,477.0,4/29/2020
431,Santa Barbara,490.0,4/30/2020
432,Santa Barbara,499.0,5/1/2020
433,Santa Barbara,506.0,5/2/2020
434,Santa Barbara,512.0,5/3/2020
435,Santa Barbara,524.0,5/4/2020
436,Santa Barbara,541.0,5/5/2020
437,Santa Barbara,565.0,5/6/2020
438,Santa Barbara,720.0,5/7/2020
439,Santa Barbara,1054.0,5/8/2020
440,Santa Barbara,1245.0,5/9/2020
441,Santa Barbara,1323.0,5/10/2020
442,Santa Barbara,1372.0,5/11/2020
443,Santa Barbara,1377.0,5/12/2020
444,Santa Barbara,1382.0,5/13/2020
445,Santa Barbara,1395.0,5/14/2020
446,Santa Barbara,1409.0,5/15/2020
447,Santa Barbara,1422.0,5/16/2020
448,Santa Barbara,1457.0,5/17/2020
449,Santa Barbara,1501.0,5/18/2020
450,Santa Barbara,1521.0,5/19/2020
451,Santa Barbara,1524.0,5/20/2020
452,Santa Barbara,1541.0,5/21/2020
453,Santa Barbara,1554.0,5/22/2020
454,Santa Barbara,1566.0,5/23/2020
455,Santa Barbara,1573.0,5/24/2020
456,Santa Barbara,1590.0,5/25/2020
457,Santa Barbara,1590.0,5/26/2020
458,Santa Barbara,1629.0,5/27/2020
459,Santa Barbara,1642.0,5/28/2020
460,Santa Barbara,1656.0,5/29/2020
461,Santa Barbara,1660.0,5/30/2020
462,Santa Barbara,1662.0,5/31/2020
463,Santa Barbara,1671.0,6/1/2020
464,Santa Barbara,1703.0,6/2/2020
465,Santa Barbara,1722.0,6/3/2020
466,Santa Barbara,1750.0,6/4/2020
467,Santa Barbara,1795.0,6/5/2020
468,Santa Barbara,1815.0,6/6/2020
469,Santa Barbara,1818.0,6/7/2020
470,Santa Barbara,1824.0,6/8/2020
471,Santa Barbara,1854.0,6/9/2020
472,Santa Barbara,1878.0,6/10/2020
473,Santa Barbara,1895.0,6/11/2020
474,Santa Barbara,1969.0,6/12/2020
475,Santa Barbara,1999.0,6/13/2020
476,Santa Barbara,2049.0,6/14/2020
477,Santa Barbara,2054.0,6/15/2020
478,Santa Barbara,2090.0,6/16/2020
479,Santa Barbara,2147.0,6/17/2020
480,Santa Barbara,2201.0,6/18/2020
481,Santa Barbara,2284.0,6/19/2020
482,Santa Barbara,2358.0,6/20/2020
483,Santa Barbara,2430.0,6/21/2020
484,Santa Barbara,2447.0,6/22/2020
485,Santa Barbara,2498.0,6/23/2020
486,Santa Barbara,2569.0,6/24/2020
487,Santa Barbara,2633.0,6/25/2020
488,Santa Barbara,2802.0,6/26/2020
489,Santa Barbara,2857.0,6/27/2020
490,Santa Barbara,2945.0,6/28/2020
491,Santa Barbara,3092.0,6/29/2020
492,Santa Barbara,3210.0,6/30/2020
493,Santa Barbara,3286.0,7/1/2020
494,Santa Barbara,3385.0,7/2/2020
495,Santa Barbara,3406.0,7/3/2020
496,Santa Barbara,3520.0,7/4/2020
497,Santa Barbara,3671.0,7/5/2020
498,Santa Barbara,3763.0,7/6/2020
499,Santa Barbara,3866.0,7/7/2020
500,Santa Barbara,3985.0,7/8/2020
501,Santa Barbara,4068.0,7/9/2020
502,Santa Barbara,4177.0,7/10/2020
503,Santa Barbara,4283.0,7/11/2020
504,Santa Barbara,4353.0,7/12/2020
505,Santa Barbara,4441.0,7/13/2020
506,Santa Barbara,4641.0,7/14/2020
507,Santa Barbara,4733.0,7/15/2020
508,Santa Barbara,4872.0,7/16/2020
509,Santa Barbara,5001.0,7/17/2020
510,Santa Barbara,5110.0,7/18/2020
511,Santa Barbara,5145.0,7/19/2020
512,Santa Barbara,5266.0,7/20/2020
513,Santa Barbara,5422.0,7/21/2020
514,Santa Barbara,5508.0,7/22/2020
515,Santa Barbara,5628.0,7/23/2020
516,Santa Barbara,5776.0,7/24/2020
517,Santa Barbara,5880.0,7/25/2020
518,Santa Barbara,5939.0,7/26/2020
519,Santa Barbara,6026.0,7/27/2020
520,Santa Barbara,6110.0,7/28/2020
521,Santa Barbara,6215.0,7/29/2020
522,Santa Barbara,6273.0,7/30/2020
523,Santa Barbara,6375.0,7/31/2020
524,Santa Barbara,6465.0,8/1/2020
525,Santa Barbara,6532.0,8/2/2020
526,Santa Barbara,6580.0,8/3/2020
527,Santa Barbara,6591.0,8/4/2020
528,Santa Barbara,6597.0,8/5/2020
529,Santa Barbara,6620.0,8/6/2020
530,Santa Barbara,6509.0,8/7/2020
531,Santa Barbara,6598.0,8/8/2020
532,Santa Barbara,6669.0,8/9/2020
533,Santa Barbara,6869.0,8/10/2020
534,Santa Barbara,6942.0,8/11/2020
535,Santa Barbara,7049.0,8/12/2020
536,Santa Barbara,7129.0,8/13/2020
537,Santa Barbara,7302.0,8/14/2020
538,Santa Barbara,7338.0,8/15/2020
539,Santa Barbara,7368.0,8/16/2020
540,Santa Barbara,7438.0,8/17/2020
541,Santa Barbara,7472.0,8/18/2020
542,Santa Barbara,7499.0,8/19/2020
543,Santa Barbara,7571.0,8/20/2020
544,Santa Barbara,7645.0,8/21/2020
545,Santa Barbara,7685.0,8/22/2020
546,Santa Barbara,7725.0,8/23/2020
547,Santa Barbara,7784.0,8/24/2020
548,Santa Barbara,7854.0,8/25/2020
549,Santa Barbara,7904.0,8/26/2020
550,Santa Barbara,7934.0,8/27/2020
551,Santa Barbara,8001.0,8/28/2020
552,Santa Barbara,8052.0,8/29/2020
553,Santa Barbara,8088.0,8/30/2020
554,Santa Barbara,8124.0,8/31/2020
555,Santa Barbara,8142.0,9/1/2020
556,Santa Barbara,8206.0,9/2/2020
557,Santa Barbara,8277.0,9/3/2020
558,Santa Barbara,8340.0,9/4/2020
559,Santa Barbara,8404.0,9/5/2020
560,Santa Barbara,8434.0,9/6/2020
561,Santa Barbara,8479.0,9/7/2020
562,Santa Barbara,8488.0,9/8/2020
563,Santa Barbara,8528.0,9/9/2020
564,Santa Barbara,8552.0,9/10/2020
565,Santa Barbara,8592.0,9/11/2020
566,Santa Barbara,8642.0,9/12/2020
567,Santa Barbara,8690.0,9/13/2020
568,Santa Barbara,8692.0,9/14/2020
569,Santa Barbara,8724.0,9/15/2020
570,Santa Barbara,8764.0,9/16/2020
571,Santa Barbara,8779.0,9/17/2020
572,Santa Barbara,8824.0,9/18/2020
573,Santa Barbara,8862.0,9/19/2020
574,Santa Barbara,8880.0,9/20/2020
575,Santa Barbara,8911.0,9/21/2020
576,Santa Barbara,8927.0,9/22/2020
577,Santa Barbara,8952.0,9/23/2020
578,Santa Barbara,8988.0,9/24/2020
579,Santa Barbara,9026.0,9/25/2020
580,Santa Barbara,9061.0,9/26/2020
581,Santa Barbara,9090.0,9/27/2020
582,Tuolumne,0.0,3/18/2020
583,Tuolumne,0.0,3/19/2020
584,Tuolumne,0.0,3/20/2020
585,Tuolumne,0.0,3/21/2020
586,Tuolumne,0.0,3/22/2020
587,Tuolumne,0.0,3/23/2020
588,Tuolumne,0.0,3/24/2020
589,Tuolumne,0.0,3/25/2020
590,Tuolumne,0.0,3/26/2020
591,Tuolumne,1.0,3/27/2020
592,Tuolumne,1.0,3/28/2020
593,Tuolumne,1.0,3/29/2020
594,Tuolumne,1.0,3/30/2020
595,Tuolumne,1.0,3/31/2020
596,Tuolumne,1.0,4/1/2020
597,Tuolumne,1.0,4/2/2020
598,Tuolumne,1.0,4/3/2020
599,Tuolumne,1.0,4/4/2020
600,Tuolumne,1.0,4/5/2020
601,Tuolumne,1.0,4/6/2020
602,Tuolumne,1.0,4/7/2020
603,Tuolumne,0.0,4/8/2020
604,Tuolumne,0.0,4/9/2020
605,Tuolumne,0.0,4/10/2020
606,Tuolumne,0.0,4/11/2020
607,Tuolumne,0.0,4/12/2020
608,Tuolumne,0.0,4/13/2020
609,Tuolumne,0.0,4/14/2020
610,Tuolumne,1.0,4/15/2020
611,Tuolumne,1.0,4/16/2020
612,Tuolumne,2.0,4/17/2020
613,Tuolumne,2.0,4/18/2020
614,Tuolumne,2.0,4/19/2020
615,Tuolumne,2.0,4/20/2020
616,Tuolumne,2.0,4/21/2020
617,Tuolumne,2.0,4/22/2020
618,Tuolumne,2.0,4/23/2020
619,Tuolumne,2.0,4/24/2020
620,Tuolumne,2.0,4/25/2020
621,Tuolumne,3.0,4/26/2020
622,Tuolumne,3.0,4/27/2020
623,Tuolumne,4.0,4/28/2020
624,Tuolumne,4.0,4/29/2020
625,Tuolumne,3.0,4/30/2020
626,Tuolumne,3.0,5/1/2020
627,Tuolumne,3.0,5/2/2020
628,Tuolumne,3.0,5/3/2020
629,Tuolumne,3.0,5/4/2020
630,Tuolumne,2.0,5/5/2020
631,Tuolumne,2.0,5/6/2020
632,Tuolumne,2.0,5/7/2020
633,Tuolumne,2.0,5/8/2020
634,Tuolumne,2.0,5/9/2020
635,Tuolumne,2.0,5/10/2020
636,Tuolumne,2.0,5/11/2020
637,Tuolumne,2.0,5/12/2020
638,Tuolumne,2.0,5/13/2020
639,Tuolumne,2.0,5/14/2020
640,Tuolumne,2.0,5/15/2020
641,Tuolumne,2.0,5/16/2020
642,Tuolumne,2.0,5/17/2020
643,Tuolumne,2.0,5/18/2020
644,Tuolumne,2.0,5/19/2020
645,Tuolumne,2.0,5/20/2020
646,Tuolumne,2.0,5/21/2020
647,Tuolumne,2.0,5/22/2020
648,Tuolumne,2.0,5/23/2020
649,Tuolumne,2.0,5/24/2020
650,Tuolumne,2.0,5/25/2020
651,Tuolumne,2.0,5/26/2020
652,Tuolumne,4.0,5/27/2020
653,Tuolumne,4.0,5/28/2020
654,Tuolumne,4.0,5/29/2020
655,Tuolumne,4.0,5/30/2020
656,Tuolumne,4.0,5/31/2020
657,Tuolumne,4.0,6/1/2020
658,Tuolumne,4.0,6/2/2020
659,Tuolumne,4.0,6/3/2020
660,Tuolumne,4.0,6/4/2020
661,Tuolumne,4.0,6/5/2020
662,Tuolumne,4.0,6/6/2020
663,Tuolumne,4.0,6/7/2020
664,Tuolumne,8.0,6/8/2020
665,Tuolumne,8.0,6/9/2020
666,Tuolumne,7.0,6/10/2020
667,Tuolumne,7.0,6/11/2020
668,Tuolumne,7.0,6/12/2020
669,Tuolumne,7.0,6/13/2020
670,Tuolumne,7.0,6/14/2020
671,Tuolumne,7.0,6/15/2020
672,Tuolumne,7.0,6/16/2020
673,Tuolumne,7.0,6/17/2020
674,Tuolumne,8.0,6/18/2020
